Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1975.1.1418,False,True,461296,Robert Lehman Collection,Sculpture,Saint John the Evangelist,"Netherlandish, Tournai",,,,,,,,,,,,,,third quarter 15th century,1450,1475,Brass (copper alloy with a high percentage of zinc) with natural olive green patina.,H. 31.2 cm.,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/461296,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2476,False,True,461298,Robert Lehman Collection,Cutting from a gradual,The Trinity in an Initial B,"Italian, Siena",,,,,Artist,,Master of the Codex Rossiano,"Sienese, active ca. 1380–1400",,Master of the Codex Rossiano,Sienese,1380      ,1400      ,Probably 1387,1385,1389,Tempera and gold on parchment,"Cutting: 10 9/16 x 10 1/16 in. (26.8 x 25.5cm)
Initial: 10 x 9 9/16 in. (25.4 x 24.3cm)
Stave: 1 7/16 in. (3.6cm)","Robert Lehman Collection, 1975
1975.1.2476",,,,,,,,,,,,Manuscripts and Illuminations,,http://www.metmuseum.org/art/collection/search/461298,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2314,False,True,461299,Robert Lehman Collection,Frame,Astragal frame,"Italian, Veneto",,,,,,,,,,,,,,early 17th century,1600,1635,Poplar,"44.6 x 39.3, 30.5 x 24.5, 31.5 x 26.2 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461299,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2229,False,True,461300,Robert Lehman Collection,Frame,Reverse cassetta frame,"French, Lyon",,,,,,,,,,,,,,1630–40,1630,1640,Oak,"98.5 x 138, 77.6 x 107.5, 81 x 111 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461300,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2094,False,True,461301,Robert Lehman Collection,Frame,Reverse frame,"Italian, Piedmont",,,,,,,,,,,,,,mid-17th century,1636,1670,Poplar,"74.5 x 92.5, 60.6 x 79, 64.7 x 81.6 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461301,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2317,False,True,461302,Robert Lehman Collection,Frame,Cassetta frame,"Italian, Bologna",,,,,,,,,,,,,,late 16th century,1571,1600,Poplar,"32.2 x 28.6, 19 x 15.3, 20.7 x 17.3 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461302,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2318,False,True,461303,Robert Lehman Collection,Frame,Cassetta frame,"Italian, Venice",,,,,,,,,,,,,,mid-16th century,1536,1570,Gilt poplar,"58.7 x 49, 43.2 x 33.8, 45.5 x 36.5 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461303,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2528,False,True,461304,Robert Lehman Collection,Frame,Frame,,,,,,,,,,,,,,,unknown,1700,1900,Ebony,"Overall: 16 3/8 x 13 3/8 in.
Sight: 9 11/16 x 6 13/16 in.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461304,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2320,False,True,461305,Robert Lehman Collection,Frame,Cassetta frame,"Italian, Veneto",,,,,,,,,,,,,,late 16th century,1571,1600,Pine,"49.2 x 40.5, 38 x 30, 39.5 x 31.6 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461305,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2492,False,True,461306,Robert Lehman Collection,Chandelier,Chandelier,Netherlandish,,,,,,,,,,,,,,second half of 17th century,1650,1700,Brass,H. 109.5 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/461306,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1452,False,True,461307,Robert Lehman Collection,Candlestick,Altar Candlestick,South Netherlandish or German,,,,,,,,,,,,,,17th century,1600,1700,Brass,H. 66 cm. (excluding pricket).,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/461307,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1562,False,True,461308,Robert Lehman Collection,Etui,Etui,"British, London",,,,,,,,,,,,,,1765–70,1765,1770,Tapered cylinder of striated gray agate sheathed in chased gold cagework.,L. 11.6 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,"Jewelry, Precious Metals and Precious Stones",,http://www.metmuseum.org/art/collection/search/461308,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1495,False,True,461309,Robert Lehman Collection,Cup,Cup with Three Dragon Heads,,,,,,Artist|Artist,possibly,Reinhold Vasters|Alfred André,"German, Erkelenz 1827–1909 Aachen|French, 1839–1919",and,"Vasters, Reinhold|André, Alfred",German|French,1827      |1839      ,1909      |1919      ,ca. 1865–95 and 1902–7,1862,1910,"Rock crystal, cut on the wheel, enameled gold, rubies, and diamonds.","H. 17.6 cm, w. of cup 13.4 cm, w. of foot 10 cm","Robert Lehman Collection, 1975",,,,,,,,,,,,"Jewelry, Precious Metals and Precious Stones",,http://www.metmuseum.org/art/collection/search/461309,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2542,False,True,461310,Robert Lehman Collection,Frame,Cassetta frame,French,,,,,,,,,,,,,,ca. 1780,1777,1783,Oak,"32.7 x 37.3, 22 x 26.6, 24.5 x 29.2 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461310,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
"1975.1.2401a,b",False,True,461311,Robert Lehman Collection,Textile border fragments,Two border fragments,France or the Netherlands,,,,,,,,,,,,,,17th or 18th century,1600,1800,Tapestry weave in wool with highlights in off-white silk.  Modern light yellow woven tape on b,"a: 7 1/2 x 28 3/4 in. (19 x 73cm)
b (including guard): 13 x 8 11/16 in. (33 x 22cm); guard: 13/16 in. (2cm)","Robert Lehman Collection, 1975
",,,,,,,,,,,,Textiles-Tapestries,,http://www.metmuseum.org/art/collection/search/461311,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1964,False,False,461312,Robert Lehman Collection,Table,Octagonal table,Italian (?) or possibly United States (New York?),,,,,,,,,,,,,,late 19th or first half of 20th century,1871,1949,"Walnut, maple.","H. 79.8 cm, W. 71 cm, D. 70.5 cm","Robert Lehman Collection, 1975",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/461312,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2117,False,True,461313,Robert Lehman Collection,Frame,Cassetta-type frame,Veronese,,,,,,,,,,,,,,early 16th century,1500,1529,"Poplar. Carved, gilt; deep brown-orange bole, coarse blue color in background.","Overall, 95 x 77 cm; sight, 41 x 37 cm; rebate, 45 x 39.7 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461313,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2323,False,True,461314,Robert Lehman Collection,Frame,Cassetta frame,"Italian, Bologna",,,,,,,,,,,,,,mid- to late 16th century,1536,1600,Poplar,"27.2 x 32.5, 15 x 20, 16.9 x 21.8 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461314,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1377,False,True,461315,Robert Lehman Collection,Candlestick,"Candlestick in the form of a Putto (see also 1975.1.1374, .1375, .1376)","Italian, Venice",,,,,,,,,,,,,,ca. 1600 or later,1597,1603,Bronze (Copper alloy with a dull patina varying from a reddish to olive green color).,H. 26.7 cm.,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/461315,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1399,False,True,461316,Robert Lehman Collection,Inkwell,Inkwell in the Form of Atlas Holding a Globe,,,,,,Artist,Workshop of,Severo Calzetta da Ravenna,"Italian, active by 1496, died before 1543",,"Ravenna, Severo Calzetta da",Italian,1496      ,1543      ,first half 16th century or later,1500,1600,Copper alloy,H. 23.8 cm.,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork-Bronze,,http://www.metmuseum.org/art/collection/search/461316,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2324,False,True,461317,Robert Lehman Collection,Frame,Part of a tabernacle frame,"Flemish, Antwerp (?)",,,,,,,,,,,,,,late 16th century,1570,1599,"Poplar. Yellow bole, red and blue color.","Overall, 73.7 x 62 cm; sight, 55.5 x 32.6 cm; 58 x 42.5 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461317,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2326,False,True,461318,Robert Lehman Collection,Frame,Gilt ripple frame,Sicilian(?),,,,,,,,,,,,,,late 17th century,1670,1699,Poplar. Gilt; orange-red bole. Iron hanger.,"Overall, 27.5 x 31.5 cm; sight, 13.4 x 16.7 cm; reabte, 14.5 x 19 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461318,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.96b,False,True,461319,Robert Lehman Collection,Frame,Cassetta frame (pair with 1975.1.95b),"Italian, Lombardy",,,,,,,,,,,,,,early 17th century (frieze probably early 20th century),1600,1635,Poplar,"68.2 x 54.7, 48.6 x 36, 50.5 x 38 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461319,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2459,False,True,461320,Robert Lehman Collection,Carpet,Indo-Persian carpet with medallions,Indo-Persian,,,,,,,,,,,,,,ca. 1680,1677,1683,Wool pile on cotton foundation.,"Length: 11.2 m.
Width: 3.7 m.","Robert Lehman Collection, 1975
1975.1.2459",,,,,,,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/461320,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2328,False,True,461321,Robert Lehman Collection,Frame,Astragal frame,"Italian, Veneto",,,,,,,,,,,,,,mid-17th century,1636,1670,Poplar,"54 x 70.5, 34 x 50.5, 37.5 x 53.5 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461321,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1475,False,True,461322,Robert Lehman Collection,Candlestick,Candlestick with Two Branches,"French, Paris",,,,,,,,,,,,,,ca. 1745–60 or 19th century,1742,1763,Gilt bronze.,H. 25.1 cm. (excluding upper section) and 40.5 cm.,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork-Bronze,,http://www.metmuseum.org/art/collection/search/461322,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1593,False,True,461323,Robert Lehman Collection,Jar,Jar,Islamic,,,,,,,,,,,,,,7th–11th century,600,1100,"Probably almost colorless glass. Blown (the body blown in a dip mold), the rim finished at the furnace.",H. 5.8 cm; diam. of rim 3.3 cm; diam. of body 5.3 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/461323,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2329,False,True,461324,Robert Lehman Collection,Frame,Reverse ogee frame,Southern Italy,,,,,,,,,,,,,,late 19th century (style 17th century),1871,1900,Poplar,"47 x 57.5, 28.4 x 38.5, 30.6 x 41 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461324,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2383,False,False,461325,Robert Lehman Collection,Painting,Ships,,,,,,Artist,,Emil Grau-Sala,"Spanish (?), 1911–1975",,"Grau-Sala, Emil",Spanish (?),1911      ,1975      ,1959,1959,1959,Oil on canvas,19 5/8 x 39 3/8 in.,"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2017 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/461325,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1837B,False,True,461326,Robert Lehman Collection,Chasuble back,"Chasuble, Back",Italian or Spanish,,,,,,,,,,,,,,16th century,1500,1600,"Cut velvet with embroidered and couched orphrey; silk, gilt-metal-strip-wrapped silk, linen.",47 x 30 in. (119.4 x 76.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461326,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2462,False,True,461327,Robert Lehman Collection,Carpet,Indo-Persian carpet with vine scroll and palmette pattern,Indo-Persian,,,,,,,,,,,,,,second half of the 17th century,1650,1700,Wool pile on cotton foundation.,"Length: 5.5 m.
Width: 2.5 m.","Robert Lehman Collection, 1975
1975.1.2462",,,,,,,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/461327,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1920,False,True,461328,Robert Lehman Collection,Textile panel,Panel,Spanish (possibly Valencia or Talavera),,,,,,,,,,,,,,late 18th century,1771,1800,Silk,23 1/2 x 58 1/2 in. (61 x 149.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461328,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1479,False,True,461329,Robert Lehman Collection,Reliquary bust,Reliquary Bust of a Woman,French,,,,,,,,,,,,,,19th century in 15th century style,1800,1900,Silvered copper (bust); mercury-gilded bronze with traces of enamel (medallion).,H. 37.2 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/461329,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1413,False,True,461330,Robert Lehman Collection,Aquamanile,Aquamanile in the Form of a Griffin,"German, Nuremberg",,,,,,,,,,,,,,ca. 1425–50,1422,1453,"Bronze; Ternary copper alloy with a very high content of zinc (approx. 74%
copper, approx. 22% zinc, approx. 2% lead) with natural patina, hollow cast.","H. 31.9 cm, w. 12 cm (chest without wings), l. 32.3 cm
(including spout), wt. 3588 g and 488 g (wings).","Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork-Bronze,,http://www.metmuseum.org/art/collection/search/461330,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1978,False,True,461331,Robert Lehman Collection,Armchair,Hip-joint armchair (sillón de cadera or jamuga),"Spanish (Granada?), Hispano-Moresque",,,,,,,,,,,,,,ca. 1480s,1477,1492,"Walnut, elm, other woods, ivory, mother-of-pearl, pewter, parchment; leather, tooled.","H. 95.2 cm, W. 71.1 cm, D. 50.8 cm; Seat: 34.5 x 52 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/461331,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1991,False,True,461332,Robert Lehman Collection,Chair,Side chair (sgabello a dorsale)),"Italian, Bolzano or Milan",,,,,Artist|Artist,Probably by|Probably by,Alois Überacher|Fratelli Mora,,", Bolzano|, Milan","Italian Überacher, Alois|Fratelli Mora",,,,late 19th century,1871,1900,Walnut.,"H. 98.7 cm, W. 49 cm, D. 39.4 cm","Robert Lehman Collection, 1975",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/461332,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1995 a-d,False,True,461333,Robert Lehman Collection,Armchair,Armchair (chaise à bras),French and Italian,,,,,,,,,,,,,,"15th or 16th century (textiles) and 16th century, second half (woodwork)",1400,1600,"Walnut, carved and turned; upholstered with various fragments of silk and gilt-metal embroidered fragments, silk, and brocatelle and knotted silk fringe.","H. 100.3 cm, W. 56.5 cm, D. 58 cm
Back: 42 x 66.8 cm.; Seat: 58 x 70 cm.; Fragments: b) 33 x 9.5 cm.; c) 49 x 5.5 cm.; d) 33 x 5 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Embroidered|Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/461333,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2015,False,False,461334,Robert Lehman Collection,Cabinet,Cabinet (credenza),Italian,,,,,,,,,,,,,,19th or first half of the 20th century (with Renaissance parts),1800,1950,"Walnut, oak.","H. 90.6 cm, W. 69.4 cm, D. 36 cm","Robert Lehman Collection, 1975",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/461334,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1649,False,True,461335,Robert Lehman Collection,Bowl,"Deep bowl, Jun ware",Chinese,,,,,,,,,,,,,,11th–12th century,997,1200,Stoneware with blue glaze.,Diameter:  7 5/8 in (19.4cm.),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/461335,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1697,False,True,461336,Robert Lehman Collection,Cup,Small stemcup,Chinese,,,,,Artist,,Chinese,,", Qing Dynasty",Chinese,,,,ca. second half of the 17th century,1647,1703,"""Soft-paste"" porcelain painted in underglaze blue.",Height:  3 3/4 in. (9.5 cm.),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/461336,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1678,False,True,461337,Robert Lehman Collection,Water coupe,Water coupe,Chinese,,,,,,,,,,,,,,probably 18th century,1698,1802,"""Soft-paste"" porcelain painted in underglaze blue.",Height:  2 3/16 in. (5.5 cm.),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/461337,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1677,False,True,461338,Robert Lehman Collection,Covered ewer,Covered ewer,Chinese,,,,,Artist,,Chinese,,", Qing Dynasty",Chinese,,,,probably 19th century,1798,1902,Porcelain painted in overglaze polychrome enamels.,Height with lid:  6 1/16 in (15.4 cm.),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/461338,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1688,False,True,461339,Robert Lehman Collection,Vase,Small vase,Chinese,,,,,Artist,,Chinese,,", Qing Dynasty",Chinese,,,,probably 19th century,1798,1902,Porcelain with dark red glaze.,Height 3 1/2 in. (8.9 cm.),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/461339,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1640,False,True,461340,Robert Lehman Collection,Bowl,"Bowl, Mina'i (""enameled"") ware",Iranian,,,,,,,,,,,,,,early 13th century,1200,1235,"Mina'i ware.  Composite body, stain- and overglaze-painted, and gilded.",Diameter:  11 3/4 in. (30 cm.),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/461340,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
"1975.1.1212a,b",False,True,461341,Robert Lehman Collection,Goblet,Covered goblet,probably Italian (Venice); mounts probably German (Augsburg),,,,,,,,,,,,,,mid 16th century; ca. 1550–1600 (mounts); 19th-century? (lion finial),1525,1625,"Colorless (slightly gray) and opaque white nonlead glass. Blown, ""vetro a reticello"", silver foil; silver-gilt mounts.",H. with cover 34.7 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/461341,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1800,False,True,461342,Robert Lehman Collection,Burse,Burse,Italian,,,,,,,,,,,,,,17th or 18th century,1600,1800,Silk; metal; linen,9 3/8 x 9 3/8 in. (23.8 x 23.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461342,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1818,False,True,461343,Robert Lehman Collection,Cushion,Part of a cope (?) made into a cushion,Italian,,,,,,,,,,,,,,late 17th century,1675,1699,Silk; metal; linen,16 1/2 x 38 3/8 in. (41.9x 97.4 cm) with fringe,"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Embroidered,,http://www.metmuseum.org/art/collection/search/461343,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2316,False,True,461344,Robert Lehman Collection,Frame,Tabernacle frame,"Italian, Venice",,,,,,,,,,,,,,early 17th century,1600,1635,"Poplar, mother of pearl, marble","46.4 x 29.8, 17.6 x 13.5, 19 x 14.8 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461344,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2070,False,True,461345,Robert Lehman Collection,Chair,Gondola armchair,British (?),,,,,,,,,,,,,,ca. 1830–60,1827,1863,"Wood, papier-mâché, black lacquer, painted and gilded, mother-of-pearl, caned seat.","H. 82 cm, W. 50.8 cm, D. 40.5 cm","Robert Lehman Collection, 1975",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/461345,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1556,False,True,461346,Robert Lehman Collection,Plaque,Adoration of the Shepherds,Italian,,,,,,,,,,,,,,late 16th century,1575,1600,"Rock crystal. Cut, polished, reverse painted, reverse gilt.",H. 5 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/461346,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2454,False,True,461347,Robert Lehman Collection,Rug,Transylvanian prayer rug,"Turkish, possibly Kula region",,,,,,,,,,,,,,early 18th century,1700,1735,"Wool pile on wool foundation.
","Length: 2 m.
Width: 1.3 m.","Robert Lehman Collection, 1975
1975.1.2454",,,,,,,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/461347,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2530,False,True,461348,Robert Lehman Collection,Frame,Early 18th-century style Ogee frame,French,,,,,,,,,,,,,,1850–65,1850,1865,"Oak lower moldings; lime upper moldings. Carved, gilt; thin red-orange bole, green patina, metallic reparure.","Overall, 85.8 x 96 cm; sight, 57.5 x 69.2 cm; rebate, 60.6 x 71.7 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461348,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1324,False,True,461349,Robert Lehman Collection,Medal,Portrait medal of Laux Kreler,,,,,,Artist|Artist|Artist,Circle of|Unknown South,Hans Kels the Elder|Hans Kels the Younger|German,"German, Füssen 1480/85–ca. 1559 Kaufbeuren|German, 1508/10–1565",(?)|medalist,"Kels, Hans, the Elder|Kels, Hans, the Younger|German",German,1480      |1508      ,1559      |1565      ,ca. 1537 (probably a later cast),1534,1540,Lead,"Diam. 5.9 cm, wt. 102 g.","Robert Lehman Collection, 1975",,,,,,,,,,,,Medals,,http://www.metmuseum.org/art/collection/search/461349,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1354,False,True,461350,Robert Lehman Collection,Plaquette,Katharina Volckamer,"German, Nuremberg",,,,,,,,,,,,,,model 1521–40 (possibly cast 16th century),1521,1540,Lead; pierced at the top.,"9.1 x 9 cm, wt. 150.5 g.","Robert Lehman Collection, 1975",,,,,,,,,,,,Plaquettes,,http://www.metmuseum.org/art/collection/search/461350,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2532,False,True,461351,Robert Lehman Collection,Frame,Ogee frame,French,,,,,,,,,,,,,,ca. 1720–25,1720,1725,"Oak lower moldings; lime upper moldings. Carved, gilt; red-brown bole.","Overall, 97.5 x 121.3; sight, 68.3 x 92.6 cm; rebate, 71.5 x 95.7 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461351,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2312,False,True,461352,Robert Lehman Collection,Frame,Salvator Rosa frame,"Italian, Rome",,,,,,,,,,,,,,late 18th century,1771,1800,Poplar,"25.5 x 48.7, 17.3 x 40.5, 20 x 42.8 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461352,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2472,False,True,461353,Robert Lehman Collection,Cutting from an antiphonary,Ascension in an Initial V,,,,,,Artist,,Niccolò di ser Sozzo,"Italian, Siena, active ca. 1334, died 1363",,"Sozzo, Niccolò di ser",Italian,1329      ,1363      ,ca. 1342–50,1339,1353,Tempera and gold on parchment,"Cutting: 6 1/16 x 6 5/16 in. (15.4 x 16cm)
Initial: 4 1/4 x 3 7/8 in. (10.8 x 9.8cm)
Stave: 1 1/8 in. (2.9cm)
","Robert Lehman Collection, 1975
1975.1.2472",,,,,,,,,,,,Manuscripts and Illuminations,,http://www.metmuseum.org/art/collection/search/461353,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1811A,False,True,461354,Robert Lehman Collection,Cope,Cope,French,,,,,,,,,,,,,,1760s or 1770s,1760,1779,Silk; metal; cotton,From center back:  52 1/2 x 168 1/4 in. (circumference of hem) (33.3 x 427 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461354,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
